,store,sido,gungu,store_address,store_phone
708,가양점,서울,강서구,서울 강서구 가양동 1475 강변아파트상가 203,02-2668-9306
709,방화점,서울,강서구,"서울 강서구 방화대로33길 17 (방화동,1층)",02-2064-7670
710,신풍역점,서울,영등포구,서울 영등포구 신길동255-15번지,02-842-7979
711,신대방점,서울,동작구,서울  동작구 여의대방로24길89-1,02-812-0085
712,암사점,서울,강동구,서울 강동구 암사동 425-197번지,02-427-9255
713,송파점,서울,송파구,서울 송파구 송파동 135-18 102호,02-419-4734
714,문정점,서울,송파구,서울 송파구 동남로4길 24,02-403-9761
715,삼전점,서울,송파구,서울 송파구 삼전동 167-17,02-419-5544
716,신천점,서울,송파구,서울 송파구 잠실동 185-9,02-423-5183
717,잠원점,서울,서초구,서울 서초구 잠원동 53번지 현대상사 1층 6호,02-592-2244
718,방배점,서울,서초구,서울 서초구 방배동 868-28번지,02-594-6866
719,대치점,서울,강남구,서울 강남구 대치동 922-14번지,02-562-9282
720,서초점,서울,서초구,서울 서초구 서초동 1342번지,02-522-9272
721,역삼점,서울,강남구,서울 강남구 역삼동 782-28번지,02-553-7749
722,논현점,서울,강남구,서울 강남구 논현동 192-1번지,02-517-4178
723,여의도점,서울,영등포구,서울 영등포구 여의도동50 시범상가,02-782-0520
724,대방점,서울,동작구,서울 동작구 대방동 11-51,02-817-7979
725,봉천점,서울,관악구,서울 관악구 은천로9길14,02-877-1122
726,신정1점,서울,양천구,"서울 양천구 은행정로 5길 28,1층 102호(신정동)",02-2651-9288
727,신도림점,서울,구로구,서울 구로구 신도림동 396 - 140,02-2632-6612
728,신정7점,서울,양천구,서울 양천구 신정동 203-1,02-2648-5191
729,구로가산점,서울,구로구,서울 구로구 구로동 792-22번지,02-853-0808
730,독산점,서울,금천구,서울 금천구 독산동 179-12,02-853-7714
731,목동점,서울,양천구,"서울 양천구 목동중앙서로 40 (목동,1층)",02-2061-9292
732,사당점,서울,동작구,서울 동작구 사당동 312-9번지,02-588-9293
733,신림점,서울,관악구,서울 관악구 신림동 96-87,02-872-6904
734,개봉점,서울,구로구,"서울 구로구 고척로27길 58, 1층(개봉동)",02-2060-9253
735,개봉2점,서울,구로구,서울 구로구 개봉동 357-22,02-2689-0900
736,오류점,서울,구로구,서울 구로구 오류로 86,02-2066-1533
737,가좌점,인천,서구,인천 서구 가좌동 142-45,032-582-0099
738,신현점,인천,서구,인천 서구 신현동 279-5,032-578-7730
739,청라점,인천,서구,인천 서구 청라라임로122번길10,032-566-9599
740,하늘도시점,인천,중구,인천 중구 자연대로32,032-746-9998
741,연희점,인천,서구,인천 서구 승학로 313-1,032-561-0702
742,온수1점,인천,강화군,인천 강화군 길상면 온수길15,032-937-9392
743,만수3점,인천,남동구,인천 남동구 만수6동 1026-1,032-467-1717
744,주안점,인천,남구,인천 남구 주안8동 1528-14,032-431-2877
745,구월3점,인천,남동구,인천 남동구 구월동 1359-20,032-766-9981
746,연안점,인천,중구,인천 중구 항동7가 58-4 라이프상가 1-107,032-886-7851
747,용현점,인천,남구,인천 남구 용현동 342-2,032-885-4229
748,송림점,인천,동구,인천 동구 송림2동 55-1,032-773-3297
749,케이준 계양점,인천,계양구,인천 계양구 용종동 214-1,032-553-3927
750,계산점,인천,계양구,인천 계양구 계수로1,032-551-0122
751,효성점,인천,계양구,인천 계양구 효성동 192-1 (104호),032-553-9595
752,구월점,인천,남동구,인천 남동구 구월동 1248-44,032-466-6222
753,부개점,인천,부평구,인천 부평구 부개동 140-22,032-361-9952
754,케이준 삼산점,인천,부평구,인천 부평구 삼산동440-1삼산타운 1단지 B상가103호,032-330-8600
755,부평점,인천,부평구,인천 부평구 부평동 904-16,032-361-2555
756,주안2점,인천,남구,인천 남구 주안2동 550-23,032-872-5028
757,연수점,인천,연수구,인천 연수구 연수동 497-7,032-818-2616
758,옥련청학점,인천,연수구,인천 연수구 옥련동 367-7,032-831-8292
759,수유화계점,서울,강북구,서울 강북구 노해로17길 51,02-992-8881
760,광희점,서울,중구,"서울 중구 마른내로 163,1층(광희동1가)",02-3273-9991
761,연희점,서울,서대문구,서울 서대문구 증가로 34(연희동),02-325-9090
762,정릉점,서울,성북구,서울 성북구 보국문로75,02-909-5150
763,서교점,서울,마포구,"서울 마포구 성미산로 12, 1층 D호(성산동)",02-334-8384
764,방학점,서울,도봉구,서울 도봉구 방학로 200-20,02-955-9696
765,북가좌점,서울,서대문구,서울 서대문구 북가좌동 347-27,02-309-3430
766,후암점,서울,용산구,서울 용산구 동자동 19-33,02-755-9595
767,염리점,서울,마포구,서울 마포구 숭문4길 5,02-713-3340
768,도화점,서울,마포구,서울 마포구 도화1동 25-4,02-702-6692
769,응봉점,서울,성동구,서울 성동구 응봉동 193-118 1층,02-2293-3600
770,역촌점,서울,은평구,서울 은평구 역촌동 34-1,02-384-8008
771,우이점,서울,강북구,서울 강북구 우이동 72-65,02-902-1870
772,번동점,서울,강북구,서울 강북구 번동 411-17,02-994-3232
773,창동점,서울,도봉구,서울 도봉구 창동 804 대우APT 상가,02-905-0092
774,쌍문점,서울,도봉구,서울 도봉구 시루봉로2길 66 1층 102호,02-900-3301
775,녹천점,서울,도봉구,서울 도봉구 창동 38-1 주공17단지상가 101,02-995-4236
776,월계미성점,서울,노원구,서울 노원구 월계동 17 미성상가 103,02-975-8892
777,중곡점,서울,광진구,서울 광진구 중곡동 79-10,02-446-7831
778,신내점,서울,중랑구,서울 중랑구 신내동 472-3,02-435-8485
779,중계점,서울,노원구,서울 노원구 중계동 503 중계그린상가 B-107,02-971-4444
780,수락산점,서울,노원구,서울 노원구 상계동 1110-6,02-936-4994
781,칠금봉방점,충북,충주시,충북 충주시 연수동 1245,043-853-9288
782,이류점,충북,충주시,충북 충주시 대소원면 대소원1길 21,043-851-9289
783,충주용산점,충북,충주시,충북 충주시 용정2길 39-1(성남동),043-844-9292
784,충북연수점,충북,충주시,충북 충주시 금릉동 708-2,043-845-9201
785,수안보점,충북,충주시,충북 충주시 수안보면 장터1길 19,043-848-7278
786,금가점,충북,충주시,충북 충주시 금가면 강수로 335,043-853-9191
787,음성점,충북,음성군,충북 음성군 음성읍 시장로 43,043-872-1138
788,괴산점,충북,괴산군,충북 괴산군 괴산읍 동부리 627-20,043-833-9959
789,가경점,충북,청주시,충북 청주시 가경동1137번지,043-232-9999
790,봉명점,충북,청주시,충북 청주시 흥덕구 봉명로149번길 6,043-265-9993
791,감곡점,충북,음성군,충북 음성군 감곡면 장감로 189,043-877-9240
792,진천점,충북,진천군,충북 진천군 진천읍 문화2길 12,043-534-8292
793,복대점,충북,청주시,충북 청주시 흥덕구 성봉로 267,043-236-1717
794,충북덕산점,충북,진천군,충북 진천군 덕산면 초금로 757-2,043-536-3521
795,옥천점,충북,옥천군,충북 옥천군 옥천읍 금장로 113,043-733-1725
796,배방점,충남,아산시,충남 아산시 배방읍 배방로173번길 20-18,041-541-3092
797,동문점,충남,서산시,충남 서산시 한마음2로 49,041-665-9777
798,석문점,충남,당진시,충남 당진시 석문면 해명4로3길 34,041-356-9700
799,한진포구점,충남,당진시,충남 당진시 송악읍 한진포구길 27,041-358-0421
800,예산덕산점,충남,예산군,충남 예산군 덕산면 봉운로 21,041-337-5311
801,대천동점,충남,보령시,충남 보령시 남대천로 73,041-934-9294
802,당진신평점,충남,당진시,충남 당진시 신평면 신평로 820,041-362-9233
803,온양1동점,충남,아산시,충남 아산시 번영로 71,041-546-1077
804,논산점,충남,논산시,충남 논산시 부창로100번길 13-19,041-736-6262
805,충남서천점,충남,서천군,충남 서천군 서천읍 충절로29번길 18,041-953-9259
806,방축점,충남,아산시,충남 아산시 온천대로 1333번길 15,041-549-0662
807,당진1점,충남,당진시,충남 당진시 밤절로 103,041-357-9205
808,안면점,충남,태안군,충남 태안군 안면읍 장터로 140-1,041-674-0097
809,금산점,충남,금산군,충남 금산군 금산읍 금산로 1465,041-753-4808
810,부여점,충남,부여군,충남 부여군 부여읍 석탑로 3,041-832-6979
811,모종점,충남,아산시,충남 아산시 모종동 577-13,041-544-3910
812,천북점,충남,보령시,충남 보령시 천북면 하궁길 10,041-641-2461
813,해미점,충남,서산시,충남 서산시 해미면 남문1로 47,041-688-6662
814,원북점,충남,태안군,충남 태안군 원북면 원이로 841-4,041-672-3599
815,두정역점,충남,천안시,충남 천안시 서북구 두정역서1길 4-12 다온빌리지 1층상가,041-566-1111
816,장재점,충남,아산시,충남 아산시 배방읍 연화로 36 연화마을8단지 상가2동 104호,041-534-5592
817,초원점,충남,아산시,충남 아산시 음봉면 음봉로681번길 24 초원아파트109-101호,041-531-9295
818,신방점,충남,천안시,충남 천안시 동남구 수곡2길 5,041-575-6236
819,입장점,충남,천안시,충남 천안시 서북구 입장면 입장로 121 초원상가6-103호,041-584-5694
820,쌍용봉명점,충남,천안시,충남 천안시 서북구 봉서5길 18,041-579-9990
821,천안백석점,충남,천안시,충남 천안시 서북구 백석4길 12,041-523-9288
822,성환점,충남,천안시,충남 천안시 서북구 성환읍 성환중앙로 47,041-581-9369
823,직산점,충남,천안시,충남 천안시 서북구 성거읍 봉주로 111,041-583-6161
824,차암공단점,충남,천안시,충남 천안시 서북구 직산읍 2공단5로 169 대림상가 105호,041-621-9292
825,두정1점,충남,천안시,충남 천안시 서북구 늘푸른5길 22 골드프라자 110호,041-551-3392
826,성정점,충남,천안시,충남 천안시 서북구 서부16길14,041-575-5457
827,신부점,충남,천안시,충남 천안시 동남구 터미널2로 32 (신부동729번지),041-563-9292
828,조촌점,전북,군산시,전북 군산시 조촌로 68 (조촌동),063-451-7666
829,정읍수성점,전북,정읍시,전북 정읍시  중앙로95(수성동),063-535-3773
830,익산영등점,전북,익산시,전북 익산시 고봉로22길 31 (영등동),063-852-9982
831,수송점,전북,군산시,전북 군산시 월명로 305(수송동),063-466-7666
832,산북소룡점,전북,군산시,전북 군산시 칠성안1길 17(산북동 104호),063-471-9282
833,만경점,전북,김제시,전북 김제시 만경읍 만경로 804,063-545-3286
834,나운지곡점,전북,군산시,전북 군산시 신평길 33-2(지곡동),063-463-9285
835,나운1점,전북,군산시,전북 군산시 상나운로 86(나운동),063-463-8292
836,김제점,전북,김제시,전북 김제시 동서로 133(요촌동),063-542-8292
837,김제신풍점,전북,김제시,전북 김제시 검산택지5길 21-7(검산동),063-544-9282
838,해남화원점,전남,해남군,전남 해남군 화원면 금평리 236-3,061-532-1353
839,해남점,전남,해남군,전남 해남군 해남읍 해남로 4,061-533-3133
840,한라삼호점,전남,영암군,전남 영암군 삼호읍 신항로 80(2층),061-462-6636
841,하당점,전남,목포시,전남 목포시 하당로30번길 12(상동),061-284-2004
842,퀸스빌점,전남,영암군,전남 영암군 삼호읍 삼호중앙로 129 (퀸스빌2차아파트 상가 101동 102호),061-462-9289
843,창평점,전남,담양군,전남 담양군 창평면 의병로 137,061-383-7900
844,진도점,전남,진도군,전남 진도군 진도읍 남동리 쌍정2길 30,061-542-3939
845,광양중동점,전남,광양시,전남 광양시 진등길 10(중동),061-793-8599
846,용해점,전남,목포시,전남 목포시 용당로 271-1(용해동),061-277-3168
847,압해도점,전남,신안군,전남 신안군 압해면 압해로 889,061-271-1618
848,순천대학점,전남,순천시,"전남 순천시 중앙로 270,1층(석현동)",061-751-2651
849,송지점,전남,해남군,전남 해남군 송지면 산정1길 92,061-535-5554
850,서면용당점,전남,순천시,전남 순천시 서면 강청길 88(1층),061-753-8295
851,상동점,전남,목포시,전남 목포시 상리로1번길 16(상동),061-274-3999
852,산정점,전남,목포시,전남 목포시 고하대로 656(산정동),061-278-0090
853,법성점,전남,영광군,전남 영광군 법성면  연우로4(법성리),061-356-8185
854,문수점,전남,여수시,전남 여수시 문수로 72(문수동),061-651-3886
855,동정점,전남,여수시,전남 여수시 하멜로 18(고소동),061-654-9292
856,돌산점,전남,여수시,전남 여수시 돌산읍 강남8길 30(돌산1차청솔아파트 상가동 102호),061-644-2777
857,도초비금점,전남,신안군,전남 신안군 도초면 불섬길 85-12,061-275-6622
858,대불점,전남,영암군,전남 영암군 삼호읍 대불주거1로5길 17,061-462-0092
859,남창점,전남,해남군,전남 해남군 북평면 볼무당길 5,061-533-0805
860,남악점,전남,무안군,"전남 무안군 삼향읍 남악5로46번길 22, 111호(황금먹거리장터)",061-984-8292
861,국동점,전남,여수시,전남 여수시 국동 994-3,061-642-5272
862,광영점,전남,광양시,전남 광양시 광영로 97(광영동),061-794-9982
863,광양점,전남,광양시,전남 광양시 광양읍 호북길22,061-762-8154
864,곡성점,전남,곡성군,전남 곡성군 곡성읍 중앙로 141,061-363-7870
865,강진점,전남,강진군,전남 강진군 강진읍 영랑로3길 10,061-434-7722
866,매곡월드점,울산,북구,"울산  북구 매곡1로 4-4, 1층 102호(매곡동)",052-298-3005
867,울산천곡점,울산,북구,"울산 북구 관문길 6-1, 지상1층(천곡동)",052-292-9298
868,쌍용아진점,울산,북구,울산 북구 가재길96,052-282-9255
869,울산서동점,울산,중구,울산 중구 북부순환도로 879 (서동),052-293-9222
870,반구점,울산,중구,울산 중구 화합로 395(반구동),052-285-0272
871,태화점,울산,중구,울산 중구 신기2길 4(태화동),052-245-1220
872,다운점,울산,중구,"울산 중구 다운로 29, 1층(다운동)",052-222-5656
873,옥동점,울산,남구,울산 남구 문수로 369번길 10-1(옥동),052-269-9293
874,명촌점,울산,북구,"울산 북구 명촌로 81, 1층(명촌동)",052-289-1400
875,양정점,울산,북구,"울산 북구 염포로 555(양정동,1층)",052-287-9236
876,남목점,울산,동구,울산 동구 미포2길 50(동부동),052-235-9446
877,전하1호점,울산,동구,"울산 동구 전하로 8, 1층(전하동",052-234-3467
878,울산일산점,울산,동구,울산 동구 방어진순환도로 709(일산동),052-235-3133
879,방어진점,울산,동구,울산 동구 동진2길 17(방어동),052-201-9338
880,울산삼산점,울산,남구,"울산 남구 화합로 178, 1층 (삼산동)",052-260-8293
881,달동점,울산,남구,울산 남구 삼산로 254번길 23,052-257-7111
882,신정1호점,울산,남구,울산 남구 월평로 69(신정동),052-261-0321
883,야음점,울산,남구,울산 남구 수암로 241-2,052-267-9292
884,덕하점,울산,울주군,울산 울주군 청량면 삼정로 769,052-268-7943
885,덕신점,울산,울주군,"울산 울주군 온산읍 신온8길 18, 1층 102호",052-238-1882
886,나사리점,울산,울주군,울산 울주군 서생면 나사해안길 61-1,052-238-3355
887,훼미리점,울산,울주군,울산 울주군 상북면 궁근정리 846-14 진우훼미리상가 102,052-264-5848
888,언양점,울산,울주군,울산 울주군 언양읍 남문길 14,052-263-9222
889,전동점,세종,전동면,세종 전동면 전동로39-1,044-858-8883
890,길천점,부산,기장군,부산 기장군 장안읍 길천리 224-5,051-727-3097
891,좌천점,부산,기장군,부산 기장군 장안읍 좌천리 202-6,051-727-0807
892,일광점,부산,기장군,부산 기장군 일광면 삼성리 33-1,051-722-1515
893,기장점,부산,기장군,부산 기장군 기장읍 차성로 288번길 66,051-721-5577
894,부산서동점,부산,금정구,부산 금정구 서동 205-13,051-531-2557
895,명장점,부산,동래구,"부산 동래구 반송로 339번길 8, 1동 101호(명장동,협진태양아파트상가)",051-522-9285
896,공항점,부산,강서구,부산 강서구 공항진입로42번길,051-971-9282
897,개금엘지점,부산,부산진구,"부산 부산진구 백양대로 309(개금동,(1층))",051-896-4480
898,금곡점,부산,북구,부산 북구 금곡대로 470번길35,051-361-4148
899,화명점,부산,북구,부산 북구 화명1동 1130-9,051-341-3392
900,구포1호점,부산,북구,부산 북구 구포시장길 44(구포동),051-337-7377
901,구포3호점,부산,북구,부산 북구 시랑로 72-1(구포동),051-336-1244
902,덕천1호점,부산,북구,부산 북구 덕천동 의성로 115번길 3,051-338-9977
903,만덕점,부산,북구,부산 북구 만덕2로 32(만덕동),051-331-5877
904,온천장점,부산,동래구,부산 동래구 금강로 90(온천동),051-556-9233
905,장전점,부산,금정구,부산 금정구 금강로321번길40,051-583-6262
906,미남점,부산,동래구,"부산 동래구 여고북로 109 (온천동,1층)",051-503-8292
907,사직1호점,부산,동래구,"부산 동래구 사직북로57번 가길 6, 1층(사직동)",051-507-8081
908,사직운동장점,부산,동래구,"부산 동래구 여고로 7, 1층(사직동)",051-505-9283
909,거제점,부산,연제구,부산 연제구 아시아드대로 46번길 7(거제동),051-502-9943
910,연산1호점,부산,연제구,부산 연제구 쌍미천로 126(연산동),051-851-1253
911,망미배산점,부산,수영구,부산 수영구 연수로263번길 4,051-751-0026
912,전포점,부산,부산진구,부산 부산진구 전포동 전포대로294,051-804-9280
913,문현2호점,부산,남구,부산 남구 전포대로 77번길 9-2(문현동),051-631-2568
914,문현점,부산,남구,부산 남구 문현동 351-6,051-642-5243
915,감만점,부산,남구,부산 남구 신선로 313-1,051-631-9288
916,대연점,부산,남구,부산 남구 석포로 79(대연동),051-622-9254
917,용호시장점,부산,남구,"부산 남구 용호로 190, 1층(용호동)",051-623-0202
918,용호점,부산,남구,부산 남구 동명로 121(용호동),051-611-9201
919,남천점,부산,수영구,"부산 수영구 남천동로 7, 1층(남천동,장우빌딩)",051-624-9282
920,광안점,부산,수영구,부산 수영구 광안동  537-2 ,051-757-7781
921,송정점,부산,해운대구,부산 해운대구 송정중앙로23-1,051-704-9777
922,신도시2호점,부산,해운대구,부산 해운대구 좌동 1288 대동타운분산상가 203,051-701-3331
923,수영점,부산,수영구,부산 수영구 수영로 725번길 14(수영동),051-757-4004
924,망미점,부산,수영구,부산 수영구 망미번영로 79 (망미동),051-758-7747
925,반여2동점,부산,해운대구,"부산 해운대구 해운대로 61번길 98-1, 1층 (반여동)",051-782-3392
926,반여점,부산,해운대구,부산 해운대구 반여로 167번길 70(반여동),051-524-0238
927,안락점,부산,동래구,부산 동래구 충렬대로 428번길 50(안락동),051-525-1105
928,학장점,부산,사상구,부산 사상구 학장동 574-111 삼성아파트상가 1-102,051-316-1999
929,하단1호점,부산,사하구,"부산 사하구 하신번영로 360(하단동, 1층 우측)",051-293-9266
930,장림점,부산,사하구,부산 사하구 장림동 604-209,051-264-5959
931,다대점,부산,사하구,부산 사하구 다대로 397(다대동),051-263-5567
932,신평점,부산,사하구,부산 사하구 다대로 136번길 3 (신평동),051-206-1097
933,당리점,부산,사하구,부산 사하구 당리동 324-27,051-294-8292
934,괴정1호점,부산,사하구,부산 사하구 까치고개로 10(괴정동),051-207-7227
935,부산동해점,부산,서구,부산 서구 남부민동 33-6 흥아맨션 307호,051-255-8228
936,감천점,부산,사하구,"부산 사하구 감천로 111, 1층(감천동)",051-201-1235
937,동삼점,부산,영도구,부산 영도구 동삼북로20,051-405-7787
938,부산청학점,부산,영도구,"부산 영도구 청학로 32, 4층 2호(청학동)",051-413-4423
939,동구청점,부산,동구,부산 동구 수정로 18(수정동),051-441-9985
940,범천점,부산,부산진구,"부산 부산진구 가야대로 702, 101동 103호(범천동, 서면 e-편한세상상가)",051-803-1992
941,주례점,부산,사상구,부산 사상구 가야대로 306번길 69(주례동),051-315-9292
942,부산가야점,부산,부산진구,부산 부산진구 가야대로 631-1,051-891-0787
943,당감1호점,부산,부산진구,부산 부산진구 백양순환로113,051-894-3999
944,부암점,부산,부산진구,"부산 부산진구 시민공원로 19번길 38-6(부암동,1층)",051-806-6266
945,시민공원점,부산,부산진구,"부산 부산진구 범양로 113, 1층(양정동)",051-992-9292
946,한남대점,대전,대덕구,대전 대덕구 한남로 28,042-624-9100
947,어은점,대전,유성구,대전 유성구 어은로48번길 9-5,042-861-9255
948,로하스점,대전,대덕구,대전 대덕구 대덕대로 1583,042-936-2000
949,도안목원대점,대전,유성구,대전 유성구 원신흥남로 58,042-826-4492
950,비래가양점,대전,대덕구,대전 대덕구 우암로 412,042-621-9982
951,부사점,대전,중구,대전 중구 대종로316번길 2,042-253-3588
952,둔산녹원점,대전,서구,대전 서구 계룡로491번길 28,042-485-7778
953,타임월드점,대전,서구,대전 서구 갈마역로 10,042-471-6656
954,전민점,대전,유성구,대전 유성구 전민로38번길 33,042-861-9005
955,도마점,대전,서구,대전 서구 도솔로 137,042-528-9238
956,대전성남점,대전,동구,대전 동구 성남로 28,042-673-9044
957,둔산점,대전,서구,대전 서구 둔산북로 175,042-482-7979
958,중리점,대전,대덕구,대전 대덕구 중리남로 48,042-622-9266
959,송촌2점,대전,대덕구,대전 대덕구 동춘당로54번길 40-6,042-622-9233
960,갈마점,대전,서구,대전 서구 갈마중로7번길 29,042-525-5163
961,신인점,대전,동구,대전 동구 계족로 87,042-283-4338
962,덕암점,대전,대덕구,대전 대덕구 덕암로 222,042-933-1212
963,용운점,대전,동구,대전 동구 용운로147번길 123,042-284-8266
964,관저1점,대전,서구,대전 서구 도안남로 148,042-545-3392
965,태평점,대전,중구,대전 중구 수침로55번길 7,042-525-6720
966,용두점,대전,중구,대전 중구 중앙로 13번길 63,042-256-9595
967,대전목동점,대전,중구,대전 중구 목동로48-1,042-254-7777
968,송촌1점,대전,대덕구,대전 대덕구 계족로690번길 21 선비마을1단지상가 104,042-672-9911
969,괴정점,대전,서구,대전 서구 도산로369번길 91,042-536-0124
970,대전산호점,대전,서구,대전 서구 계룡로571번길 65 상가 103호,042-488-2285
971,하남점,광주,광산구,광주 광산구 월곡반월로 28(월곡동 1동),062-951-5912
972,주월점,광주,남구,광주 남구 서문대로 749번길 15-1(주월동),062-673-7334
973,운암점,광주,북구,광주 북구 운암1동 930-8,062-531-4898
974,양산첨단2점,광주,북구,광주 북구 임방울대로1041번길 24(용두동 1층),062-574-8292
975,송하점,광주,남구,광주 남구 송하동 258-7,062-676-9252
976,광주송정점,광주,광산구,"광주 광산구 송도로 319, 1층(송정동)",062-941-9979
977,문흥점,광주,북구,광주 북구 대천로 139번길 8-7(문흥동),062-267-8511
978,두암타운점,광주,동구,광주 동구 산수동 밤실로 147 (두암타운상가 105호),062-261-2962
979,영주1점,경북,영주시,경북 영주시 대학로 261번길 36(가흥동),054-631-7711
980,신안점,경북,안동시,경북 안동시 안막동 69-9,054-852-4273
981,의성점,경북,의성군,경북 의성군 의성읍 문소1길 117,054-832-6225
982,성동점,경북,상주시,경북 상주시 성동 193 - 3 번지,054-536-1442
983,낙양점,경북,상주시,경북 상주시 낙양동 199-1,054-535-0599
984,휴천점,경북,영주시,경북 영주시 영주로 330번길 56(휴천동),054-636-9636
985,진보점,경북,청송군,경북 청송군 진보면 진안79-2,054-874-2646
986,점촌점,경북,문경시,경북 문경시 모전동 52-9,054-552-5882
987,예천점,경북,예천군,경북 예천군 예천읍 효자로 65,054-653-8892
988,법원점,경북,포항시,경북 포항시 북구 법원로 154 (양덕동),054-252-9946
989,평해점,경북,울진군,경북 울진군 평해읍 평해로 58,054-787-8483
990,황성점,경북,경주시,경북 경주시 용담로 116번길  61-5    103동  101호 신흥2차,054-773-9992
991,시래점,경북,경주시,경북 경주시 구매3길 28(시래동),054-771-7980
992,안강점,경북,경주시,경북 경주시 안강읍 비화원로 85,054-761-0087
993,보문점,경북,경주시,경북 경주시 신평동 150-9,054-748-7484
994,영천점,경북,영천시,경북 영천시 야사동 283-38,054-334-9709
995,포항오천점,경북,포항시,경북 포항시 남구오천읍용덕리322-15,054-293-9912
996,연일점,경북,포항시,경북 포항시 남구 연일읍 철강로25번길 52,054-278-9907
997,동해점,경북,포항시,경북 포항시 남구동해면 약전1리291-1,054-284-4957
998,효자점,경북,포항시,경북 포항시 남구 효자동 308-16,054-282-3324
999,흥해점,경북,포항시,경북 포항시 북구 흥해읍 흥해로 21,054-261-7786
1000,환호점,경북,포항시,경북 포항시 북구환호동512-7,054-252-6588
1001,기계점,경북,포항시,경북 포항시 북구 기계면 현내리 404-5,054-246-0088
1002,감포점,경북,경주시,경북 경주시 감포읍 감포리 50-2,054-777-3457
1003,달전점,경북,포항시,경북 포항시 북구 흥해읍 달전로 365,054-261-7892
1004,충효점,경북,경주시,경북 경주시 충효녹지길 128-9(충효동),054-742-8285
1005,아화점,경북,경주시,경북 경주시 서면 내서로 406,054-751-0331
1006,신암점,대구,동구,대구 동구 아양로15길 49,053-958-3999
1007,성주점,경북,성주군,경북 성주군 성주읍 성산리 2098-2번지,054-931-9292
1008,진량점,경북,경산시,경북 경산시 진량읍 신상리 205-1,053-851-9959
1009,효신점,대구,동구신천4동436-7,대구 동구신천4동436-7,053-756-6114
1010,대구범어점,대구,수성구,대구 수성구 범어4동114-1,053-745-5598
1011,진천사랑점,대구,달서구,대구 달서구 월배로 32-1 진천우체국,053-643-0006
1012,화원점,대구,달성군,대구 달성군 화원읍 비슬로523길4-5,053-636-9992
1013,상인점,대구,달서구,대구 달서구 상인동 1474-1 보성산호상가 102호,053-636-4333
1014,대명1점,대구,남구,"대구 남구 안골길 15,1층",053-622-9888
1015,논공점,대구,달성군,대구 달성군 논공읍 북리 803-142,053-615-0697
1016,현풍점,대구,달성군,대구 달성군 현풍면 중리295-1,053-611-9233
1017,감삼점,대구,달서구,대구 달서구 감삼동205-12,053-566-0292
1018,대구신천점,대구,동구,대구 동구 신천동633 동신우방상가108-108,053-422-9277
1019,방촌점,대구,동구,대구 동구 방촌동902-7 현대상가,053-984-3185
1020,시지1점,대구,수성구,대구 수성구 노변공원로1길 6-5(시지동),053-793-9960
1021,두류점,대구,달서구,대구 달서구 야외음악당로 163,053-654-2064
1022,대명계대점,대구,남구,대구 남구 대명3동2262-47번지,053-652-9982
1023,명곡점,대구,달성군,대구 달성군 화원읍 명곡로 12-5,053-644-9902
1024,죽곡점,대구,달성군,대구 달성군 다사읍 대실역남로 4길 30-26,053-586-8870
1025,왜관점,경북,칠곡군,경북 칠곡군 왜관읍왜관리774,054-971-4110
1026,석적중리점,경북,칠곡군,경북 칠곡군 석적읍 중리201-10,054-971-3825
1027,용산점,대구,달서구,"대구 달서구 와룡로49길 103,1층",053-563-9997
1028,서재점,대구,달성군,대구 달성군 다사읍 서재리 서재로 108,053-585-8145
1029,성서1점,대구,달서구,대구 달서구 이곡동 752-19,053-581-1256
1030,고아점,경북,구미시,경북 구미시 고아읍 오로리 460-1에덴상가 203호,054-481-3006
1031,옥계점,경북,구미시,경북 구미시 구포동671-2,054-475-9950
1032,산동점,경북,구미시,경북 구미시 산동면 강동로 1028-6,054-475-8299
1033,진평점,경북,구미시,경북 구미시 진평동458,054-471-1741
1034,구미1호점,경북,구미시,경북 구미시 신평1동150-17,054-463-4545
1035,상모점,경북,구미시,경북 구미시 사곡로5길 11,054-462-9982
1036,원평점,경북,구미시,경북 구미시 남통동14-44,054-458-6117
1037,도량점,경북,구미시,경북 구미시 도량동245-2,054-442-1414
1038,원호점,경북,구미시,경북 구미시 고아읍 원호리 449번지,054-441-1033
1039,대곡점,경북,김천시,경북 김천시 부곡동 990-2,054-437-8292
1040,직지점,경북,김천시,경북 김천시 대항면복전리548-32,054-436-8998
1041,신음점,경북,김천시,경북 김천시 신음동1302-5,054-433-9233
1042,인의황상점,경북,구미시,경북 구미시 여헌로14길 10,054-474-7940
1043,덕곡율곡점,경북,김천시,경북 김천시 아포대로 22,054-437-9992
1044,아포점,경북,김천시,경북 김천시 아포읍 국사리 1047번지102호,054-431-0082
1045,지좌점,경북,김천시,경북 김천시 황산2길 36 (지좌동),054-434-1919
1046,팔달점,대구,서구,대구 서구 서대구로68길 58(비산동),053-352-9959
1047,칠곡2지구점,대구,북구,대구 북구 구암동 684-5,053-326-9949
1048,대구태전점,대구,북구,"대구 북구 칠곡중앙대로53길32,상가동107호",053-311-9930
1049,회원점,경남,창원시,경남 창원시 마산회원구 회원동 29-15,055-244-0116
1050,하동점,경남,하동군,경남 하동군 하동읍 중앙2길 10-4,055-884-1377
1051,팔용점,경남,창원시,경남 창원시 의창구 팔용동 194-7 1층,055-297-9218
1052,태룡점,경남,밀양시,경남 밀양시 단장면 태룡리 407-5,055-356-0274
1053,칠원점,경남,함안군,경남 함안군 칠원읍 구성길3,055-587-3037
